"ENTREZID","SYMBOL","ENSEMBL","chr","start","end","strand","width","Mark","Contrast","Log_signal_difference","AveExpr","t","P_value","FDR","B","Direction"
"7016","TESK1","ENSG00000107140","chr9",35603259,35607258,"+",4000,"H3K4me1","LPS_vs_RPMI",0.146338897172697,3.3154988728774,0.403227437275327,0.686838730943388,0.99810613730001,-5.15397890472714,"UP"
"7046","TGFBR1","ENSG00000106799","chr9",101864320,101868319,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.179367208410058,3.13202011344579,-0.494234828714505,0.621213150457304,0.99810613730001,-5.12504279497008,"DOWN"
"7048","TGFBR2","ENSG00000163513","chr3",30645970,30649969,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.177020721253748,3.56083623148692,-0.487769233982559,0.625785019310524,0.99810613730001,-5.12729220715283,"DOWN"
"7075","TIE1","ENSG00000066056","chr1",43764653,43768652,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.672326584920908,2.31740873029182,-1.85255274631324,0.06414399662427,0.99810613730001,-3.99570857246755,"DOWN"
"7204","TRIO","ENSG00000038382","chr5",14141451,14145450,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.229418776415558,2.70613511201634,-0.63214871141004,0.527386625433847,0.99810613730001,-5.07000746685956,"DOWN"
"7272","TTK","ENSG00000112742","chr6",80711604,80715603,"+",4000,"H3K4me1","LPS_vs_RPMI",0.239650756063677,2.92708416873489,0.660342274512375,0.50913620740326,0.99810613730001,-5.0570975106971,"UP"
"7273","TTN","ENSG00000155657","chr2",179693530,179697529,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.382598921769584,1.52295890252813,-1.05422676889106,0.291949909672291,0.99810613730001,-4.81783693566405,"DOWN"
"7294","TXK","ENSG00000074966","chr4",48134268,48138267,"-",4000,"H3K4me1","LPS_vs_RPMI",0.343046755050928,1.65642285305786,0.945243312456853,0.34468782284774,0.99810613730001,-4.89503790737549,"UP"
"7297","TYK2","ENSG00000105397","chr19",10489285,10493284,"-",4000,"H3K4me1","LPS_vs_RPMI",0.209485132287568,3.46233370610598,0.577222834609138,0.563876077501032,0.99810613730001,-5.09354083149287,"UP"
"7301","TYRO3","ENSG00000092445","chr15",41847873,41851872,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.0574029930495539,3.27058383094999,-0.15817026249685,0.874344054341411,0.99810613730001,-5.20271888289551,"DOWN"
"7443","VRK1","ENSG00000100749","chr14",97261641,97265640,"+",4000,"H3K4me1","LPS_vs_RPMI",0.24264527614644,3.01844545104252,0.668593482374199,0.503858325573409,0.99810613730001,-5.05321270954452,"UP"
"7444","VRK2","ENSG00000028116","chr2",58132764,58136763,"+",4000,"H3K4me1","LPS_vs_RPMI",0.312755607466815,2.88864583096191,0.861777999758367,0.388948266685866,0.99810613730001,-4.94847177111707,"UP"
"7465","WEE1","ENSG00000166483","chr11",9593217,9597216,"+",4000,"H3K4me1","LPS_vs_RPMI",0.174402232849949,2.97342083934197,0.480554157273646,0.63090390345089,0.99810613730001,-5.12976739779773,"UP"
"7525","YES1","ENSG00000176105","chr18",810548,814547,"-",4000,"H3K4me1","LPS_vs_RPMI",0.134411833311057,3.42742899295459,0.370363178434614,0.711164510752788,0.99810613730001,-5.16298594935084,"UP"
"7535","ZAP70","ENSG00000115085","chr2",98328039,98332038,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.0811843243778216,1.2651072359191,-0.223698194384819,0.823022796546108,0.99810613730001,-5.19385370353041,"DOWN"
"7786","MAP3K12","ENSG00000139625","chr12",53891848,53895847,"-",4000,"H3K4me1","LPS_vs_RPMI",0.23239672327852,2.87279919236732,0.640354252828582,0.522040710109341,0.99810613730001,-5.06630821991453,"UP"
"780","DDR1","ENSG00000204580","chr6",30842198,30846197,"+",4000,"H3K4me1","LPS_vs_RPMI",0.280498538481758,2.65264194003395,0.772895716837317,0.439706604244152,0.99810613730001,-4.99994643977979,"UP"
"7867","MAPKAPK3","ENSG00000114738","chr3",50646951,50650950,"+",4000,"H3K4me1","LPS_vs_RPMI",0.384468716004958,3.91978695165691,1.05937886687955,0.289598855838798,0.99810613730001,-4.81397899670584,"UP"
"79012","CAMKV","ENSG00000164076","chr3",49905369,49909368,"-",4000,"H3K4me1","LPS_vs_RPMI",0.0270918758415757,2.35772446066408,0.074649924781708,0.940503264466541,0.99810613730001,-5.20960794587609,"UP"
"79705","LRRK1","ENSG00000154237","chr15",101457532,101461531,"+",4000,"H3K4me1","LPS_vs_RPMI",0.135809024555868,3.27469123657807,0.374213049220257,0.708299025946247,0.99810613730001,-5.1619703963383,"UP"
"79834","PEAK1","ENSG00000173517","chr15",77710487,77714486,"-",4000,"H3K4me1","LPS_vs_RPMI",0.286913388613891,3.0915603483007,0.790571424590074,0.429319851705385,0.99810613730001,-4.99015575992322,"UP"
"79858","NEK11","ENSG00000114670","chr3",130743694,130747693,"+",4000,"H3K4me1","LPS_vs_RPMI",0.200543048318659,3.20428752469028,0.552583496249022,0.580631472917233,0.99810613730001,-5.10340317953425,"UP"
"80122","MAP3K19","ENSG00000176601","chr2",135803039,135807038,"-",4000,"H3K4me1","LPS_vs_RPMI",0.0866315574551897,1.29357544671458,0.238707695457089,0.811365052979055,0.99810613730001,-5.19139482603254,"UP"
"8019","BRD3","ENSG00000169925","chr9",136931658,136935657,"-",4000,"H3K4me1","LPS_vs_RPMI",0.0371315334116948,2.60212475688661,0.10231355674378,0.918521552832962,0.99810613730001,-5.20787358235213,"UP"
"80216","ALPK1","ENSG00000073331","chr4",113204665,113208664,"+",4000,"H3K4me1","LPS_vs_RPMI",0.306049881869197,3.12445427827621,0.843300803332539,0.39919549852617,0.99810613730001,-4.95963340595991,"UP"
"814","CAMK4","ENSG00000152495","chr5",110557351,110561350,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.179895628702171,2.3167985787865,-0.495690856908715,0.620185590490644,0.99810613730001,-5.12453214929634,"DOWN"
"815","CAMK2A","ENSG00000070808","chr5",149667657,149671656,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.0653160582952179,1.83508438377028,-0.179974205820518,0.857197274329242,0.99810613730001,-5.20010681410091,"DOWN"
"816","CAMK2B","ENSG00000058404","chr7",44372177,44376176,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.372667395986736,1.61270275949238,-1.02686108712754,0.304652437500907,0.99810613730001,-4.83801334900078,"DOWN"
"81629","TSSK3","ENSG00000162526","chr1",32817055,32821054,"+",4000,"H3K4me1","LPS_vs_RPMI",0.0734619445344213,3.99730465915083,0.202419672446484,0.839616266280294,0.99810613730001,-5.19706602115766,"UP"
"817","CAMK2D","ENSG00000145349","chr4",114681084,114685083,"-",4000,"H3K4me1","LPS_vs_RPMI",0.207144063748969,2.87534175861653,0.57077217053046,0.568240099256174,0.99810613730001,-5.09616439574093,"UP"
"81788","NUAK2","ENSG00000163545","chr1",205288874,205292873,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.0977556954421979,2.77269947455376,-0.269359543592209,0.787690285616986,0.99810613730001,-5.18587754461767,"DOWN"
"818","CAMK2G","ENSG00000148660","chr10",75632350,75636349,"-",4000,"H3K4me1","LPS_vs_RPMI",0.484620111891827,2.80482313033568,1.33533960926065,0.18196904232839,0.99810613730001,-4.57985331834461,"UP"
"8295","TRRAP","ENSG00000196367","chr7",98473556,98477555,"+",4000,"H3K4me1","LPS_vs_RPMI",0.204839104650635,2.36408903750803,0.564421003696471,0.572552543346168,0.99810613730001,-5.09871868790636,"UP"
"8317","CDC7","ENSG00000097046","chr1",91964408,91968407,"+",4000,"H3K4me1","LPS_vs_RPMI",0.180828617199819,3.38106358869883,0.498261646822964,0.618373123872819,0.99810613730001,-5.12362687644021,"UP"
"83694","RPS6KL1","ENSG00000198208","chr14",75388006,75392005,"-",4000,"H3K4me1","LPS_vs_RPMI",0.0410852262751265,2.17450799830537,0.113207703630878,0.909881128468974,0.99810613730001,-5.20704175992778,"UP"
"83732","RIOK1","ENSG00000124784","chr6",7388026,7392025,"+",4000,"H3K4me1","LPS_vs_RPMI",0.253271919311525,3.44064546726933,0.697874515463029,0.485364487793134,0.99810613730001,-5.03903738079598,"UP"
"83931","STK40","ENSG00000196182","chr1",36849526,36853525,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.361531605200275,3.73786331509203,-0.996177130451556,0.319325728040568,0.99810613730001,-4.86000524774369,"DOWN"
"83983","TSSK6","ENSG00000178093","chr19",19624358,19628357,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.0938570289987064,2.79502726144949,-0.258617018472964,0.79596644660948,0.99810613730001,-5.18788695342191,"DOWN"
"84033","OBSCN","ENSG00000154358","chr1",228393745,228397744,"+",4000,"H3K4me1","LPS_vs_RPMI",0.0934636080251723,1.3011661848448,0.257532972235132,0.796802902528902,0.99810613730001,-5.18808518416528,"UP"
"8408","ULK1","ENSG00000177169","chr12",132377167,132381166,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.328771768211648,2.42910606449812,-0.905909502570689,0.365130121706491,0.99810613730001,-4.92083409727306,"DOWN"
"84197","POMK","ENSG00000185900","chr8",42946641,42950640,"+",4000,"H3K4me1","LPS_vs_RPMI",0.0575729298061849,3.34657590213436,0.158638512321054,0.87397516797451,0.99810613730001,-5.20266632691969,"UP"
"84254","CAMKK1","ENSG00000004660","chr17",3796186,3800185,"-",4000,"H3K4me1","LPS_vs_RPMI",0.135288630550486,4.34774592615297,0.372779136943906,0.70936581610238,0.99810613730001,-5.16234987374242,"UP"
"8428","STK24","ENSG00000102572","chr13",99228195,99232194,"-",4000,"H3K4me1","LPS_vs_RPMI",0.17393770308271,2.99852309280728,0.479274175319422,0.63181387655274,0.99810613730001,-5.13020265372242,"UP"
"8444","DYRK3","ENSG00000143479","chr1",206806881,206810880,"+",4000,"H3K4me1","LPS_vs_RPMI",0.445337835776768,3.62303917534855,1.22709981905966,0.21997879445335,0.99810613730001,-4.67811582284555,"UP"
"84446","BRSK1","ENSG00000160469","chr19",55791440,55795439,"+",4000,"H3K4me1","LPS_vs_RPMI",0.0932303417517542,2.18591719444864,0.256890221992712,0.797298962499399,0.99810613730001,-5.18820232547355,"UP"
"8445","DYRK2","ENSG00000127334","chr12",68040118,68044117,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.0635995076728526,2.81635348868006,-0.175244360770553,0.860911423305063,0.99810613730001,-5.20070205100618,"DOWN"
"84630","TTBK1","ENSG00000146216","chr6",43209219,43213218,"+",4000,"H3K4me1","LPS_vs_RPMI",0.0899081489359974,1.8376987669566,0.247736132949311,0.804372684100045,0.99810613730001,-5.18983888701138,"UP"
"8476","CDC42BPA","ENSG00000143776","chr1",227504194,227508193,"-",4000,"H3K4me1","LPS_vs_RPMI",0.181575138641787,2.84466564637153,0.500318638735104,0.61692456812323,0.99810613730001,-5.12289915888634,"UP"
"8491","MAP4K3","ENSG00000011566","chr2",39662443,39666442,"-",4000,"H3K4me1","LPS_vs_RPMI",0.0611034465780471,2.96867346356801,0.168366624652634,0.86631769816469,0.99810613730001,-5.20153931001297,"UP"
"84930","MASTL","ENSG00000120539","chr10",27441753,27445752,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.0594759311639468,2.75050138499604,-0.163882110403635,0.869846161864606,0.99810613730001,-5.20206717884952,"DOWN"
"8536","CAMK1","ENSG00000134072","chr3",9809677,9813676,"-",4000,"H3K4me1","LPS_vs_RPMI",0.126249116945979,3.68743668170401,0.34787133747717,0.727985915518682,0.99810613730001,-5.1687091445048,"UP"
"85366","MYLK2","ENSG00000101306","chr20",30405111,30409110,"+",4000,"H3K4me1","LPS_vs_RPMI",0.249814046992126,1.3642935724418,0.688346570256969,0.491341642146399,0.99810613730001,-5.0437166607665,"UP"
"85443","DCLK3","ENSG00000163673","chr3",36804045,36808044,"-",4000,"H3K4me1","LPS_vs_RPMI",0.169558478468998,2.36440660095142,0.467207503010445,0.640419694071469,0.99810613730001,-5.13424885058976,"UP"
"85481","PSKH2","ENSG00000147613","chr8",87098851,87102850,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.0801162777712672,2.51058896872303,-0.220755260521218,0.825313225502092,0.99810613730001,-5.19431710143749,"DOWN"
"8550","MAPKAPK5","ENSG00000089022","chr12",112277817,112281816,"+",4000,"H3K4me1","LPS_vs_RPMI",0.139712360196624,3.02211562256311,0.384968440012839,0.700315704524696,0.99810613730001,-5.15907759183795,"UP"
"8558","CDK10","ENSG00000185324","chr16",89745145,89749144,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.109085919085793,1.14471346101029,-0.300579247524868,0.763777263408696,0.99810613730001,-5.17957371775978,"DOWN"
"8569","MKNK1","ENSG00000079277","chr1",47080516,47084515,"-",4000,"H3K4me1","LPS_vs_RPMI",0.0471840262800756,3.50269769324556,0.13001255554628,0.896574030306472,0.99810613730001,-5.20559371606966,"UP"
"8573","CASK","ENSG00000147044","chrX",41780808,41784807,"-",4000,"H3K4me1","LPS_vs_RPMI",0.112071288359659,1.98877529100805,0.30880524092019,0.757512823937678,0.99810613730001,-5.17779778290466,"UP"
"8576","STK16","ENSG00000115661","chr2",220108177,220112176,"+",4000,"H3K4me1","LPS_vs_RPMI",0.0886166721532762,3.68704228293185,0.244177551577861,0.8071269071718,0.99810613730001,-5.19045906033941,"UP"
"8621","CDK13","ENSG00000065883","chr7",39987720,39991719,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.051237299492068,2.70821910743738,-0.141181089691509,0.887745956185013,0.99810613730001,-5.20452065864427,"DOWN"
"8711","TNK1","ENSG00000174292","chr17",7281853,7285852,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.475344073024305,2.73889000713597,-1.30978007961487,0.190472014146907,0.99810613730001,-4.60380552140721,"DOWN"
"8737","RIPK1","ENSG00000137275","chr6",3062058,3066057,"+",4000,"H3K4me1","LPS_vs_RPMI",0.135562075156114,2.40800829767136,0.373532596001575,0.70880519261086,0.99810613730001,-5.1621506563705,"UP"
"8767","RIPK2","ENSG00000104312","chr8",90768034,90772033,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.01279419985707,2.82349887169985,-0.0352535964123503,0.971882243887569,0.99810613730001,-5.21114190799474,"DOWN"
"8780","RIOK3","ENSG00000101782","chr18",21031251,21035250,"+",4000,"H3K4me1","LPS_vs_RPMI",0.293182251181769,3.13018122964402,0.807844872980859,0.419308752011245,0.99810613730001,-4.98037401744823,"UP"
"8798","DYRK4","ENSG00000010219","chr12",4669374,4673373,"+",4000,"H3K4me1","LPS_vs_RPMI",0.0178486405839076,4.0642032449319,0.0491807833771228,0.960781812340464,0.99810613730001,-5.21072529769509,"UP"
"8805","TRIM24","ENSG00000122779","chr7",138143004,138147003,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.0928742522629551,2.78662998533882,-0.25590904026466,0.79805637416777,0.99810613730001,-5.18838058145959,"DOWN"
"8814","CDKL1","ENSG00000100490","chr14",50881180,50885179,"-",4000,"H3K4me1","LPS_vs_RPMI",0.0269953903174378,1.3455585187037,0.0743840651136092,0.94071476580557,0.99810613730001,-5.20962198322407,"UP"
"8844","KSR1","ENSG00000141068","chr17",25781474,25785473,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.194806527023992,2.86014187513318,-0.536776880064166,0.591501827016312,0.99810613730001,-5.10950357179665,"DOWN"
"8986","RPS6KA4","ENSG00000162302","chr11",64124620,64128619,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.0799328125201133,3.5038672599725,-0.220249733798787,0.825706817675767,0.99810613730001,-5.19439608467012,"DOWN"
"8997","KALRN","ENSG00000160145","chr3",123750216,123754215,"+",4000,"H3K4me1","LPS_vs_RPMI",0.207165346389266,2.74696561395313,0.570830813479608,0.568200353236585,0.99810613730001,-5.09614067773479,"UP"
"8999","CDKL2","ENSG00000138769","chr4",76553901,76557900,"-",4000,"H3K4me1","LPS_vs_RPMI",0.0880910340566246,2.38929972953621,0.242729189544648,0.808248578824762,0.99810613730001,-5.19070890507233,"UP"
"90","ACVR1","ENSG00000115170","chr2",158730843,158734842,"-",4000,"H3K4me1","LPS_vs_RPMI",0.341462690695155,3.28369942289258,0.940878524809836,0.346919521213639,0.99810613730001,-4.89795452933955,"UP"
"9020","MAP3K14","ENSG00000006062","chr17",43392396,43396395,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.129314009909506,3.32168952723931,-0.356316453294518,0.721654001360234,0.99810613730001,-5.16660225684199,"DOWN"
"9024","BRSK2","ENSG00000174672","chr11",1409129,1413128,"+",4000,"H3K4me1","LPS_vs_RPMI",0.224734277649343,2.83506917580711,0.619240875770203,0.535852291800443,0.99810613730001,-5.07573006491291,"UP"
"9031","BAZ1B","ENSG00000009954","chr7",72934624,72938623,"-",4000,"H3K4me1","LPS_vs_RPMI",0.453126056189391,2.64255497268938,1.24855976046001,0.212022146965832,0.99810613730001,-4.65929378090458,"UP"
"9064","MAP3K6","ENSG00000142733","chr1",27691453,27695452,"-",4000,"H3K4me1","LPS_vs_RPMI",0.441792471285303,3.65494631284365,1.21733079478983,0.223671013413313,0.99810613730001,-4.68657593619628,"UP"
"9088","PKMYT1","ENSG00000127564","chr16",3028481,3032480,"-",4000,"H3K4me1","LPS_vs_RPMI",0.20362493829666,2.89838557531961,0.561075446248667,0.574830415702444,0.99810613730001,-5.10005270041041,"UP"
"90956","ADCK2","ENSG00000133597","chr7",140370745,140374744,"+",4000,"H3K4me1","LPS_vs_RPMI",0.211862591973455,3.3711111814172,0.58377377215812,0.559460825671588,0.99810613730001,-5.09084630977194,"UP"
"91","ACVR1B","ENSG00000135503","chr12",52343483,52347482,"+",4000,"H3K4me1","LPS_vs_RPMI",0.28236186883525,2.86901472851713,0.778030004014222,0.436674765655446,0.99810613730001,-4.99712534008403,"UP"
"9113","LATS1","ENSG00000131023","chr6",150037242,150041241,"-",4000,"H3K4me1","LPS_vs_RPMI",0.312697854870557,2.75448368308735,0.861618866186672,0.38903583036385,0.99810613730001,-4.94856893265679,"UP"
"91461","PKDCC","ENSG00000162878","chr2",42273161,42277160,"+",4000,"H3K4me1","LPS_vs_RPMI",0.202445277277227,2.54969149717061,0.557824966035209,0.577047654473839,0.99810613730001,-5.10134120580085,"UP"
"9149","DYRK1B","ENSG00000105204","chr19",40322842,40326841,"-",4000,"H3K4me1","LPS_vs_RPMI",0.283211537832447,2.86447142871508,0.780371212393478,0.435296274524919,0.99810613730001,-4.99583273271494,"UP"
"9175","MAP3K13","ENSG00000073803","chr3",184998729,185002728,"+",4000,"H3K4me1","LPS_vs_RPMI",0.05894208756049,2.72548866253775,0.162411138623154,0.871004106916183,0.99810613730001,-5.20223722222159,"UP"
"91754","NEK9","ENSG00000119638","chr14",75592048,75596047,"-",4000,"H3K4me1","LPS_vs_RPMI",0.146828286766518,3.67137930454681,0.40457591888588,0.685847292470039,0.99810613730001,-5.15359298412775,"UP"
"91807","MYLK3","ENSG00000140795","chr16",46822320,46826319,"-",4000,"H3K4me1","LPS_vs_RPMI",0.00610194062990166,3.62287917518486,0.0168135057058535,0.986587644923344,0.99810613730001,-5.21148206055107,"UP"
"92","ACVR2A","ENSG00000121989","chr2",148600086,148604085,"+",4000,"H3K4me1","LPS_vs_RPMI",0.178058501254555,2.76397219936588,0.490628770156919,0.623761229953209,0.99810613730001,-5.12630101368293,"UP"
"9201","DCLK1","ENSG00000133083","chr13",36703520,36707519,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.0177322096495596,1.32495753457249,-0.0488599654115391,0.961037437600444,0.99810613730001,-5.21073644096318,"DOWN"
"9212","AURKB","ENSG00000178999","chr17",8111919,8115918,"-",4000,"H3K4me1","LPS_vs_RPMI",0.11508443183061,3.19315907737078,0.317107764332681,0.75120622991794,0.99810613730001,-5.17595670840148,"UP"
"92335","STRADA","ENSG00000266173","chr17",61827458,61831457,"-",4000,"H3K4me1","LPS_vs_RPMI",0.235847737792915,3.5990010168264,0.649863301793175,0.515880631909763,0.99810613730001,-5.06196164359658,"UP"
"9252","RPS6KA5","ENSG00000100784","chr14",91524986,91528985,"-",4000,"H3K4me1","LPS_vs_RPMI",0.0751288163559041,3.00313415948219,0.207012630749632,0.836028261241838,0.99810613730001,-5.19639979468371,"UP"
"9261","MAPKAPK2","ENSG00000162889","chr1",206856250,206860249,"+",4000,"H3K4me1","LPS_vs_RPMI",0.289662035392573,2.8629475225111,0.798145144345766,0.424913367831547,0.99810613730001,-4.9858928816131,"UP"
"9262","STK17B","ENSG00000081320","chr2",197039228,197043227,"-",4000,"H3K4me1","LPS_vs_RPMI",0.594944584258343,2.04176757049573,1.63933161084451,0.101355175168791,0.99810613730001,-4.25948585113069,"UP"
"9263","STK17A","ENSG00000164543","chr7",43620357,43624356,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.0858374966672399,2.5949999508477,-0.236519711928773,0.813061901310535,0.99810613730001,-5.19176320328701,"DOWN"
"93","ACVR2B","ENSG00000114739","chr3",38493381,38497380,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.0951600698709227,2.31682145665495,-0.262207463950688,0.793197719964301,0.99810613730001,-5.18722445170777,"DOWN"
"9344","TAOK2","ENSG00000149930","chr16",29983189,29987188,"+",4000,"H3K4me1","LPS_vs_RPMI",0.0763880217467756,3.43687471059381,0.210482290372427,0.833320032157189,0.99810613730001,-5.19588659621966,"UP"
"93627","TBCK","ENSG00000145348","chr4",107235841,107239840,"-",4000,"H3K4me1","LPS_vs_RPMI",0.40101726235683,3.3193009260483,1.10497732405682,0.269347690239311,0.99810613730001,-4.77901459006793,"UP"
"94","ACVRL1","ENSG00000139567","chr12",52298692,52302691,"+",4000,"H3K4me1","LPS_vs_RPMI",0.308361541764702,3.70408380328079,0.84967043378299,0.395644748593069,0.99810613730001,-4.95581298608898,"UP"
"9448","MAP4K4","ENSG00000071054","chr2",102311312,102315311,"+",4000,"H3K4me1","LPS_vs_RPMI",0.141010356461144,2.39888242546934,0.388544985397881,0.697668243452474,0.99810613730001,-5.15809747268617,"UP"
"9451","EIF2AK3","ENSG00000172071","chr2",88988995,88992994,"-",4000,"H3K4me1","LPS_vs_RPMI",0.18830363459306,3.17642021874232,0.518858577408739,0.603936363857065,0.99810613730001,-5.11620485722528,"UP"
"9475","ROCK2","ENSG00000134318","chr2",11486457,11490456,"-",4000,"H3K4me1","LPS_vs_RPMI",0.290965632682469,2.34603834694385,0.801737122996688,0.422832791005939,0.99810613730001,-4.98385692250628,"UP"
"9578","CDC42BPB","ENSG00000198752","chr14",103521887,103525886,"-",4000,"H3K4me1","LPS_vs_RPMI",0.0827285753879683,2.92152144243272,0.227953278913688,0.81971381785599,0.99810613730001,-5.1931728418343,"UP"
"9625","AATK","ENSG00000181409","chr17",79138022,79142021,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.30354305336192,2.53007099060969,-0.836393398300743,0.403067647945703,0.99810613730001,-4.96374388487491,"DOWN"
"9706","ULK2","ENSG00000083290","chr17",19769250,19773249,"-",4000,"H3K4me1","LPS_vs_RPMI",0.349659561526177,2.80314369288345,0.96346447620572,0.335470712838769,0.99810613730001,-4.88271642852596,"UP"
"9748","SLK","ENSG00000065613","chr10",105724898,105728897,"+",4000,"H3K4me1","LPS_vs_RPMI",0.0263814029717664,2.50503175897537,0.0726922623960966,0.942060755767898,0.99810613730001,-5.20971013676759,"UP"
"983","CDK1","ENSG00000170312","chr10",62536089,62540088,"+",4000,"H3K4me1","LPS_vs_RPMI",-0.0876350321001897,2.76927532901977,-0.241472705425674,0.809221972030043,0.99810613730001,-5.19092444650625,"DOWN"
"9833","MELK","ENSG00000165304","chr9",36570859,36574858,"+",4000,"H3K4me1","LPS_vs_RPMI",0.0737218929127166,2.95506461878321,0.203135943516097,0.839056495872671,0.99810613730001,-5.19696310700347,"UP"
"984","CDK11B","ENSG00000248333","chr1",1588474,1592473,"-",4000,"H3K4me1","LPS_vs_RPMI",0.00570471554063623,2.05545769835226,0.0157189774713203,0.98746069005707,0.99810613730001,-5.21149467567328,"UP"
"9866","TRIM66","ENSG00000166436","chr11",8702242,8706241,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.158773955309848,3.01637358412324,-0.437491441732706,0.661818342778621,0.99810613730001,-5.14377335984491,"DOWN"
"9874","TLK1","ENSG00000198586","chr2",172085825,172089824,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.0158977701626983,1.44406373418255,-0.0438052851630553,0.965065479723803,0.99810613730001,-5.21090238355601,"DOWN"
"9891","NUAK1","ENSG00000074590","chr12",106530733,106534732,"-",4000,"H3K4me1","LPS_vs_RPMI",-0.00576040335405859,2.5383230344944,-0.0158724216664564,0.987338295109734,0.99810613730001,-5.21149295829248,"DOWN"
"9943","OXSR1","ENSG00000172939","chr3",38204580,38208579,"+",4000,"H3K4me1","LPS_vs_RPMI",0.166555112080088,3.07195951671495,0.458931919719899,0.646349948789664,0.99810613730001,-5.13696417837899,"UP"
"10000","AKT3","ENSG00000117020","chr1",244012382,244016381,"-",4000,"H3K4me1","BG_vs_RPMI",0.0816881269479626,2.66528332471291,0.225086390026412,0.821942912908496,0.999295880922878,-4.62992229911802,"UP"
"100130827","SBK3","ENSG00000231274","chr19",56054910,56058909,"-",4000,"H3K4me1","BG_vs_RPMI",0.382614263458326,3.14955889984385,1.05426904192956,0.291930567155947,0.999295880922878,-4.59249311826506,"UP"
"10110","SGK2","ENSG00000101049","chr20",42166811,42170810,"+",4000,"H3K4me1","BG_vs_RPMI",-0.187370000553649,1.68755216336001,-0.516286008745602,0.605731224386232,0.999295880922878,-4.62230508588596,"DOWN"
"10114","HIPK3","ENSG00000110422","chr11",33276218,33280217,"+",4000,"H3K4me1","BG_vs_RPMI",0.119422414458701,2.62727747838696,0.329060796997713,0.742155949306556,0.999295880922878,-4.62788937820799,"UP"
"10155","TRIM28","ENSG00000130726","chr19",59053431,59057430,"+",4000,"H3K4me1","BG_vs_RPMI",0.0536008916803392,2.67739854117571,0.147693816241005,0.882604381329914,0.999295880922878,-4.63094023642674,"UP"
"1017","CDK2","ENSG00000123374","chr12",56358565,56362564,"+",4000,"H3K4me1","BG_vs_RPMI",0.21338182086877,3.03705741620178,0.587959909855807,0.55664824149546,0.999295880922878,-4.61951256941221,"UP"
"10188","TNK2","ENSG00000061938","chr3",195636817,195640816,"-",4000,"H3K4me1","BG_vs_RPMI",0.127985987214749,2.26587299070473,0.352657172008433,0.724395315186772,0.999295880922878,-4.62732180886518,"UP"
"1019","CDK4","ENSG00000135446","chr12",58147797,58151796,"-",4000,"H3K4me1","BG_vs_RPMI",0.161731914866067,3.30719734597066,0.445641909410557,0.655920630753382,0.999295880922878,-4.62470274435073,"UP"
"1020","CDK5","ENSG00000164885","chr7",150752985,150756984,"-",4000,"H3K4me1","BG_vs_RPMI",-0.0668566283887038,2.95170725532044,-0.184219147819816,0.853866589725603,0.999295880922878,-4.63051248912293,"DOWN"
"1021","CDK6","ENSG00000105810","chr7",92463888,92467887,"-",4000,"H3K4me1","BG_vs_RPMI",0.0747370260047409,2.12301752290405,0.20593307758707,0.836871300826115,0.999295880922878,-4.6302135784549,"UP"
"1022","CDK7","ENSG00000134058","chr5",68528622,68532621,"+",4000,"H3K4me1","BG_vs_RPMI",0.081323011348001,3.02282306754662,0.224080337428461,0.8227254921914,0.999295880922878,-4.6299382431135,"UP"
"10221","TRIB1","ENSG00000173334","chr8",126440600,126444599,"+",4000,"H3K4me1","BG_vs_RPMI",0.220118141601955,2.63717763690114,0.606521409213708,0.544260904033171,0.999295880922878,-4.61873029105578,"UP"
"1024","CDK8","ENSG00000132964","chr13",26826241,26830240,"+",4000,"H3K4me1","BG_vs_RPMI",0.130621972573692,2.80908692394867,0.359920460454072,0.718957588912725,0.999295880922878,-4.62713919473653,"UP"
